"-3.701559273765097*^-19 + 0.*I"
"3.740959844803059*^-19 + 0.*I"
"-5.256111421092391*^-19 + 0.*I"
"-0.000036700648883622206 + 0.*I"
"0. + 0.*I"
"0.00008715591373373904 + 0.*I"
"0. + 0.*I"
"-0.0003557200872742492 + 0.*I"
"-0.0002991070973145573 + 0.*I"
"0. + 0.*I"
"0.00021190064947744825 + 0.*I"
"0.00011696648872427567 + 0.*I"
"0. + 0.*I"
"0. + 0.*I"
"0. + 0.*I"
"-0.000012888156953169715 + 0.*I"
"-0.0000839831463678917 + 0.*I"
"-0.00021371901144464798 + 0.*I"
"0.00006190183186731706 + 0.*I"
"0. + 0.*I"
"-0.000030139527067483507 + 0.*I"
"0.00017845419019446015 + 0.*I"
"0.00015349552403708198 + 0.*I"
"1.0931043490084461*^-21 + 0.*I"
"0.00031804231043887224 + 0.*I"
"-6.894535754005984*^-19 + 0.*I"
"0.00004059152406248868 + 0.*I"
"0. + 0.*I"
"0.00008715591373373904 + 0.*I"
"0. + 0.*I"
"0.00010821970991980881 + 0.*I"
"-4.549003838247306*^-6 + 0.*I"
"-0.00002629097711480218 + 0.*I"
"-0.00003947929604512679 + 0.*I"
"0. + 0.*I"
"-3.766446987131898*^-19 + 0.*I"
"0.000020389152780819182 + 0.*I"
"-0.00003170086689755099 + 0.*I"
"0.00021061784291237309 + 0.*I"
"0. + 0.*I"
"-3.701559273765097*^-19 + 0.*I"
"-2.5660708259818996*^-21 + 0.*I"
"0. + 0.*I"
"4.1633362925347657*^-19 + 0.*I"
"0. + 0.*I"
"0.0003211145765532566 + 0.*I"
"0. + 0.*I"
"0. + 0.*I"
"-0.000232687891640595 + 0.*I"
"0.00018104360247967017 + 0.*I"
"0.00014167401627254315 + 0.*I"
"-0.00007099210944738386 + 0.*I"
"-0.00002509859809770687 + 0.*I"
"-0.0004842517010596549 + 0.*I"
"-3.0839251312952037*^-6 + 0.*I"
"-0.00027771659592362686 + 0.*I"
"0.000048371074421023775 + 0.*I"
"0.0001254982748671552 + 0.*I"
"-0.00033017455284084 + 0.*I"
