"-3.701559273765097*^-19 + 0.*I"
"3.740959844803059*^-19 + 0.*I"
"-5.256111421092391*^-19 + 0.*I"
"-0.00006416804466479668 + 0.00024197150828755246*I"
"0. + 0.*I"
"0.00011673618570318996 + 0.00003032256263510002*I"
"0. + 0.*I"
"-0.00047698227997677303 + 0.0001842774614911271*I"
"-0.0003972684652928537 - 0.00012632687701218643*I"
"0. + 0.*I"
"0.0006613445771292225 - 0.0005758679549874615*I"
"0.0001910116435597325 + 0.00012360159623851875*I"
"0. + 0.*I"
"0. + 0.*I"
"0. + 0.*I"
"-0.00003721869957104635 - 0.000025644069464497645*I"
"-0.000647668194373152 + 0.000460569277546493*I"
"-0.00004473639280114304 - 0.0000925100016994396*I"
"0.00010090841887361085 - 0.000058377257333231737*I"
"0. + 0.*I"
"-0.000016294331828710265 - 0.000010169341323134582*I"
"0.0005422376879143072 - 0.0003720781376567951*I"
"0.0002861164046937279 + 0.000020645092809065462*I"
"1.0931043490084461*^-21 + 0.*I"
"0.0009251251123644334 - 0.0008002577169152569*I"
"-6.894535754005984*^-19 + 0.*I"
"0.0001606899937515572 - 0.0001376440731184188*I"
"0. + 0.*I"
"0.00011673618570318996 + 0.00003032256263510002*I"
"0. + 0.*I"
"0.00015810229294389768 + 0.00007171280283414745*I"
"0.00005613808562173347 + 0.00004245354970314297*I"
"-0.000017707211522213622 + 0.00028182009946602614*I"
"-0.0000590916498890408 + 6.4583663085849305*^-6*I"
"0. + 0.*I"
"-3.766446987131898*^-19 + 0.*I"
"0.00020439645879362188 - 0.000260645433456093*I"
"-0.0000693966447566992 + 0.000023605035992389084*I"
"0.00027582424981903897 + 0.00018826301314759378*I"
"0. + 0.*I"
"-3.701559273765097*^-19 + 0.*I"
"-2.5660708259818996*^-21 + 0.*I"
"0. + 0.*I"
"4.1633362925347657*^-19 + 0.*I"
"0. + 0.*I"
"0.00007736490248969767 + 0.0002505141077981868*I"
"0. + 0.*I"
"0. + 0.*I"
"-0.0002928860077630786 + 0.00006024647310800922*I"
"0.00033313044315022187 + 0.000040723395581430734*I"
