"-3.701559273765097*^-19 + 0.*I"
"3.740959844803059*^-19 + 0.*I"
"-5.256111421092391*^-19 + 0.*I"
"-0.00003642332162708315 + 3.011100845663365*^-6*I"
"0. + 0.*I"
"0.0000871627138419279 - 2.6616956258072707*^-7*I"
"0. + 0.*I"
"-0.0003553405128490877 + 4.1385607235737534*^-6*I"
"-0.0002989956033106081 + 2.786955095847954*^-6*I"
"0. + 0.*I"
"0.00021074391987995912 - 0.000014070500013118547*I"
"0.00011677780286837295 - 4.5215530909248184*^-6*I"
"0. + 0.*I"
"0. + 0.*I"
"0. + 0.*I"
"-0.000012821607745703309 + 1.3191903273436457*^-6*I"
"-0.00008298925047081889 + 0.000012383167118204349*I"
"-0.0002140257825399101 - 3.6531332588960914*^-6*I"
"0.00006181103715638034 - 1.2979304170609334*^-6*I"
"0. + 0.*I"
"-0.000030181236261899586 - 6.152019205715514*^-7*I"
"0.00017760371451214682 - 9.81724302021242*^-6*I"
"0.00015328585115892933 - 3.7690127217003935*^-6*I"
"1.0931043490084461*^-21 + 0.*I"
"0.00031679675323656887 - 0.000014168345918249183*I"
"-6.894535754005984*^-19 + 0.*I"
"0.00004025126043186061 - 4.714452907493133*^-6*I"
"0. + 0.*I"
"0.0000871627138419279 - 2.6616956258072707*^-7*I"
"0. + 0.*I"
"0.00010810891242829448 - 1.8898597895316276*^-6*I"
"-4.5842920184557985*^-6 - 1.260969556458806*^-6*I"
"-0.00002600462287575195 + 3.0318909118989267*^-6*I"
"-0.00003941532289199392 + 1.1200587863036557*^-6*I"
"0. + 0.*I"
"-3.766446987131898*^-19 + 0.*I"
"0.00002006311752014718 - 3.3771419381498458*^-6*I"
"-0.000031706501677155816 - 2.377167191326621*^-6*I"
"0.0002104698576161596 - 2.938850291985506*^-6*I"
"0. + 0.*I"
"-3.701559273765097*^-19 + 0.*I"
"-2.5660708259818996*^-21 + 0.*I"
"0. + 0.*I"
"4.1633362925347657*^-19 + 0.*I"
"0. + 0.*I"
"0.0003215017593330551 + 3.990045770543096*^-6*I"
"0. + 0.*I"
"0. + 0.*I"
