"-3.701559273765097*^-19 + 0.*I"
"3.740959844803059*^-19 + 0.*I"
"-5.256111421092391*^-19 + 0.*I"
"-0.0008574137845785588 + 0.0012782743100990593*I"
"0. + 0.*I"
"-0.000022592327114628624 + 0.000015696060868013053*I"
"0. + 0.*I"
"-0.0013063585866835803 + 0.0006828840191430236*I"
"0.00005591659046838638 - 0.00007718687673042315*I"
"0. + 0.*I"
"0.0020026614925494697 - 0.0014105442114108703*I"
"-0.000020981193652673498 + 0.00001264122776213469*I"
"0. + 0.*I"
"0. + 0.*I"
"0. + 0.*I"
"6.567689935337865*^-6 - 0.000017195046675861744*I"
"-0.0007705822730787541 - 0.00050288306110425*I"
"-0.00007452258025533547 + 4.1368389779084566*^-6*I"
"0.00013881200418121891 + 0.0001254700062102282*I"
"0. + 0.*I"
"9.674137691971739*^-6 + 1.0180631718142146*^-6*I"
"0.0011335620091281748 - 0.0009879557137691395*I"
"-0.0000649695570390434 + 0.00011545638739077068*I"
"1.0931043490084461*^-21 + 0.*I"
"0.0021107553415231376 - 0.0011751095975598299*I"
"-6.894535754005984*^-19 + 0.*I"
"0.0003921285304732861 - 0.0010918629108519224*I"
"0. + 0.*I"
"-0.000022592327114628624 + 0.000015696060868013053*I"
"0. + 0.*I"
"-0.000041970722441452594 + 0.00006456427056283692*I"
"-0.0003365008752723819 + 0.00030650421958416696*I"
"-0.0008961507317683034 + 0.002442935268730313*I"
"-0.00027591830314031027 - 0.00037916973748080586*I"
"0. + 0.*I"
"-3.766446987131898*^-19 + 0.*I"
"0.00043912803394113885 + 0.00017395347875485265*I"
"-0.00008309078662618501 + 0.00005343074131034157*I"
"-0.00023496321026230218 + 0.00013813086273244834*I"
"0. + 0.*I"
"-3.701559273765097*^-19 + 0.*I"
"-2.5660708259818996*^-21 + 0.*I"
"0. + 0.*I"
"4.1633362925347657*^-19 + 0.*I"
"0. + 0.*I"
"-0.00011601515160364132 - 0.000020097877303934185*I"
"0. + 0.*I"
"0. + 0.*I"
"-0.0004758248534958633 + 0.0005701346598160945*I"
"0.0002057827736837644 - 0.00013737588135771204*I"
